"Country","Year","Access.to.electricity....of.population.","Adolescent.fertility.rate..births.per.1.000.women.ages.15.19.","Foreign.direct.investment..net..BoP..current.US..","Foreign.direct.investment..net.inflows....of.GDP.","Foreign.direct.investment..net.outflows....of.GDP.","Foreign.direct.investment..net.outflows..BoP..current.US..","Forest.area....of.land.area.","Forest.area..sq..km.","GDP..current.US..","GDP.per.capita..current.US..","GDP..PPP..current.international...","High.technology.exports..current.US..","Households.and.NPISHs.Final.consumption.expenditure..PPP..current.international...","Immunization..DPT....of.children.ages.12.23.months.","Immunization..measles....of.children.ages.12.23.months.","Immunization..HepB3....of.one.year.old.children.","Individuals.using.the.Internet....of.population.","Inflation..consumer.prices..annual...","Life.expectancy.at.birth..total..years.","Mortality.rate..infant..per.1.000.live.births.","Military.expenditure....of.GDP.","Military.expenditure..current.USD.","Net.migration","People.using.at.least.basic.sanitation.services....of.population.","People.using.at.least.basic.drinking.water.services....of.population.","Proportion.of.seats.held.by.women.in.national.parliaments....","Total.greenhouse.gas.emissions.excluding.LULUCF.per.capita..t.CO2e.capita.","Tuberculosis.treatment.success.rate....of.new.cases.","Voice.and.Accountability..Percentile.Rank","Women.Business.and.the.Law.Index.Score..scale.1.100.","Educational.attainment..at.least.completed.upper.secondary..population.25...total......cumulative.","Government.expenditure.on.education..total....of.GDP.","Government.expenditure.on.education..total....of.government.expenditure.","Prevalence.of.moderate.or.severe.food.insecurity.in.the.population....","Unemployment..total....of.total.labor.force...national.estimate.","Life.Ladder","Log.GDP.per.capita","Social.support","Healthy.life.expectancy.at.birth","Freedom.to.make.life.choices","Generosity","Perceptions.of.corruption","Positive.affect","Negative.affect","Tax.Rate"
"Lebanon",2021,100,21.366,-1938565215.99053,2.5929006838647,-5.78756842302687,-1338776945.17348,14.069403714565,1439.3,23131941556.7843,4045.37391066234,66328931529.5091,43838265,67554367536.4124,67,67,67,87.8626,154.756096023393,75.047,14.1,3.36622246400457,171587395.957194,-27290,99.2,92.6,4.6875,4.14812765449915,88,30.91787529,58.75,NA,NA,NA,36.5,NA,2.179,9.472,0.507,66.15,0.423,-0.164,0.905,0.263,0.569,17
"Lebanon",2022,100,21.109,-460686777.119609,2.50966160641735,0.315123128470233,66151976.786756,14.128054740958,1445.3,20992421948.8081,3654.35845534878,70616088355.3974,323842671,66876244230.5584,67,67,67,90.0522,171.205491336641,74.416,14.9,2.91848886289958,218747731.996173,-27507,99.2,92.6,6.25,4.17220748442551,85,30.91787529,58.75,NA,NA,NA,40.1,NA,2.352,9.458,0.535,66.225,0.45,-0.13,0.883,0.298,0.43,17
"Lebanon",2023,NA,NA,-582765209.445304,NA,NA,72672172.6310835,NA,NA,NA,NA,NA,98096541,NA,55,73,55,NA,221.341644023365,NA,NA,8.91317581679359,241290150.760751,-34193,NA,NA,6.25,4.27337488761136,NA,30.88235283,58.75,NA,NA,NA,NA,NA,3.588,9.471,0.686,66.3,0.499,-0.102,0.895,0.373,0.385,17
"Lesotho",2020,47.5,74.143,-28001666.9222279,1.36347415366235,NA,NA,1.13702239789196,345.2,2053699870.07191,918.582577421982,5721443976.33825,237290,5256200558.63251,87,90,87,40.4172,4.97809676252309,54.693,59.2,1.88179923148985,38618836.5314549,-3449,50.3180750724947,73.2889187141576,23.3333333333333,1.08635803924182,76,45.89371872,78.125,NA,6.99799251556396,14.7712154388428,54.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lesotho",2021,50.4,73.048,12372192.4621816,-0.512915646009301,NA,NA,1.13702239789196,345.2,2412130056.55851,1066.58645143823,5755132494.46552,535475,5131350154.65727,87,90,87,43.6957,6.04774591950676,53.062,57.7,1.53897905185042,37044054.9502605,-3449,50.2988681196286,73.6287606631279,23.3333333333333,1.11733498648267,77,46.37681198,78.125,NA,7.50747919082642,14.3879871368408,56.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lesotho",2022,50,71.785,7820069.16054053,-0.332107076234691,NA,NA,1.13702239789196,345.2,2354683088.71995,1029.99553333827,6312660804.56617,666218,5731190311.27097,87,81,87,47.0368,8.27180389943028,53.036,56.4,1.51643894745129,34668499.8975518,-6023,50.2791929850309,73.9707085109086,26.4462809917355,1.1603553634777,80,49.75845337,78.125,NA,6.43347549438477,15.5426712036133,56.7,NA,3.186,7.733,0.68,46.15,0.709,-0.102,0.815,0.709,0.288,25
"Lesotho",2023,NA,NA,25647817.1357355,-1.21096656487522,NA,NA,NA,NA,2117962450.79469,916.282979328622,6659272958.62659,NA,6092357431.26519,87,90,87,NA,6.34221743124953,NA,NA,1.53626292759206,33954038.4646675,-5168,NA,NA,26.4462809917355,1.125646341379,NA,47.54901886,80.625,NA,6.69212198257446,11.2622566223145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Liberia",2020,27.6,130.522,-737967946.557703,23.2348425992286,2.52111195955904,80073700,79.0847176079734,76174.4,3176126300,616.787867006715,8545642458.19244,3035,NA,65,61,65,27.4519,16.9557241496255,60.948,57.8,0.973405960386543,12901000,-10107,21.3405767547591,74.6521483206642,12.3287671232877,0.845874608672788,76,43.47826004,81.25,NA,2.13601422309875,NA,80.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Liberia",2021,29.8,129.044,-535582905.542481,15.2455268718098,2.59097971719442,91022400,78.7705564784053,75871.8,3513049500,667.96610514319,8095196890.78495,961787,NA,66,58,66,27.8136,7.81559385858648,60.747,56.4,2.01269378251252,29723000,-11852,21.9278878738336,75.1353366841574,10.958904109589,0.83949968465523,78,45.89371872,81.25,NA,2.11186790466309,7.36619997024536,81.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Liberia",2022,31.8,127.332,-960192468.672831,23.9985301015667,2.27496452803479,91022400,78.4563953488372,75569.2,4001047000,744.617175237387,9089317746.92572,859787,NA,78,79,78,30.1275,7.59298486560313,61.1,54.9,2.48853504900889,36775000,-5003,22.5233824972505,75.6101315165298,10.958904109589,0.849441701868537,78,46.85990524,81.25,NA,2.27609586715698,NA,81,NA,4.042,7.287,0.597,56.7,0.732,0.15,0.828,0.637,0.439,25
"Liberia",2023,NA,NA,NA,2.06067995283019,2.06067995283019,87372830,NA,NA,4.24e+09,771.887142089677,9857427644.16009,97955,NA,82,82,82,NA,10.0944535665552,NA,NA,2.29838717994242,37153000,-5002,NA,NA,10.958904109589,0.825118227077182,NA,49.01960754,81.25,NA,NA,NA,NA,NA,4.494,7.309,0.63,57.3,0.72,0.039,0.834,0.608,0.428,25
"Libya",2020,69.4,6.445,350400000,-1.03981950726197,0.747850483055406,350400000,0.123327687918433,2170,46854285440.642,6650.33810585348,77180930238.7107,NA,21380746942.1056,73,73,73,87.5754,1.44703656998741,72.472,9.5,NA,NA,-694,92.1060022089555,99.8915237987819,15.9574468085106,9.13831849693679,69,12.07729435,50,NA,NA,NA,39.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Libya",2021,70.2,6.274,-377600000,1.71219284038518,0.640013708495556,225400000,0.123327687918433,2170,35217995647.2862,4935.82787349801,90199384483.2022,NA,27272358199.8132,73,73,73,84.3378,2.86833027751019,71.911,9.2,NA,NA,-694,92.1060022089555,99.8915237987819,15.9574468085106,12.6284639129384,62,9.66183567,50,NA,NA,NA,39.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Libya",2022,70,6.079,NA,0.115616832891349,0.115616832891349,5e+07,0.123327687918433,2170,43246297921.8499,5986.63694851258,88656571302.4509,NA,32881118582.4014,73,73,73,88.4281,4.51030149235703,72.151,8.9,NA,NA,-2001,92.1060022089555,99.8915237987819,16.4705882352941,12.3202661201403,60,11.11111069,50,NA,NA,NA,37.9,NA,5.76,9.893,0.813,65.875,0.761,-0.043,0.668,0.627,0.399,20
"Libya",2023,NA,NA,NA,-0.364071413096142,-0.364071413096142,-164183330,NA,NA,45096462972.4014,6172.81246940233,101174573849.538,NA,38620094302.1332,73,73,73,NA,2.37317531435169,NA,NA,NA,NA,-2001,NA,NA,16.4705882352941,13.130889355772,NA,9.8039217,50,NA,NA,NA,NA,NA,5.97,NA,0.748,66.1,0.762,NA,0.644,0.585,0.372,20
"Lithuania",2020,100,8.466,-631424592.013591,7.94344900363669,6.84363682461493,3929071410.8251,35.1485148514851,22010,57412038533.2718,20541.824988603,115963490767.144,2619281589,58554332790.7626,91,90,91,83.0555,1.19989444983569,74.9780487804878,2.9,2.06523858406958,1174056765.07466,19884,94.2830554786375,98.0133504964109,26.9503546099291,8.11507450217093,86,80.67633057,93.75,89.870002746582,4.50859022140503,12.170557975769,9.8,8.487,6.391,10.523,0.953,67.05,0.824,-0.129,0.829,0.626,0.202,15
"Lithuania",2021,100,6.867,-1237540186.50003,3.74064234382321,1.89459574190952,1270086229.32612,35.1807490816164,22026.667,67037321008.9679,23934.728489916,128714149784.377,3107242456,65556550595.1419,90,88,90,86.9305,4.68354420903453,74.0365853658537,2.9,1.95651032201318,1306764427.62535,19657,94.79595854669,98.0259726580572,27.6595744680851,8.03159339040909,86,80.67633057,93.75,91.1113204956055,4.25490999221802,12.7444953918457,8.5,7.112,6.865,10.579,0.928,67.4,0.707,-0.121,0.878,0.667,0.191,15
"Lithuania",2022,100,6.23,-3222401216.9755,3.40588108209325,-1.1305471868484,-803071582.921434,35.2036435371542,22038.889,71033884499.7824,25085.784063499,142872951861.328,3618309366,73931127007.4801,90,87,90,87.7242,19.7050461518394,75.7926829268293,2.9,2.44662159116054,1734372764.98355,72100,95.3067363442577,98.0394016663634,28.3687943262411,7.34684046942424,87,81.64250946,93.75,91.9948425292969,NA,NA,6.1,5.956,7.038,10.586,0.937,67.75,0.71,-0.192,0.685,0.471,0.132,15
"Lithuania",2023,NA,NA,-1424642070.46213,4.80150438624708,3.01601214513049,2406472393.45636,NA,NA,79789877416.1681,27786.0057829276,145828437330.172,3740035230,74920612879.9728,90,87,89,88.5029,9.11731962390475,NA,NA,2.71567834515769,2160751249.9946,44935,NA,NA,28.3687943262411,7.20288621092533,NA,81.86274719,93.75,NA,NA,NA,NA,6.841,6.553,10.575,0.881,68.1,0.734,-0.232,0.751,0.493,0.201,15
"Luxembourg",2020,100,3.901,-10499275054.2172,200.831508487808,200.831508487808,148011549890,34.4538272103664,887,73699366700.2134,116905.370396853,76983049816.1454,618381650,20223911688.0907,99,99,96,98.4596,0.819957302127036,82.1439024390244,2.3,0.578077082223964,425168129.488202,6967,97.5913515804489,99.8799371174608,30,14.0167095217625,38,96.6183548,100,74.4377670288086,3.85349988937378,10.6569862365723,2.8,6.766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Luxembourg",2021,100,3.604,177813282638.178,60.9625248334477,60.9625248334477,52174231870,34.4538272103664,887,85584105993.8746,133711.794435985,86651410643.292,806654895,22884904906.2387,99,99,96,98.6609,2.52692009066166,82.5975609756098,2.2,0.47124923612019,403263954.588458,8724,97.5885729060681,99.8830082695794,35,14.3862176282372,NA,97.58454132,100,76.9224014282227,3.71989011764526,11.0031833648682,2.7,5.571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Luxembourg",2022,100,3.98,66515110852.3345,-360.352806534785,-360.352806534785,-294198545950,34.4538272103664,887,81641807865.7591,125006.021815486,94537184943.116,820151287,25645405463.8896,99,99,96,98.242,6.33600807777919,83.0463414634146,2.2,0.625326007042526,509908748.222505,13194,97.585929408821,99.8859478338476,33.3333333333333,12.4424478221659,NA,97.10144806,100,77.4083404541016,4.70302200317383,10.7424373626709,2.6,4.588,7.228,11.657,0.878,71.675,0.915,0.023,0.345,0.718,0.218,24.94
"Luxembourg",2023,NA,NA,55741417209.9447,-27.6120210823287,-27.6120210823287,-23678690370,NA,NA,85755006123.5976,128678.189942826,92704386033.6104,801169826,27736039804.7103,99,99,96,99.3479,3.74140361983136,NA,NA,0.7490545294635,662492815.502094,5905,NA,NA,33.3333333333333,11.7955374157826,NA,98.03921509,100,NA,NA,NA,NA,5.184,7.016,11.649,0.879,71.7,0.911,0.033,0.343,0.751,0.194,24.94
"Madagascar",2020,32,135.016,-239373734.585702,2.74657132352468,0.912492382776706,119093406.8286,21.3644035751117,124298.1,13051441203.9474,450.771615201509,43150154155.6067,3274143,34611386054.5484,68,55,68,15.8196,4.20179312190557,65.182,45.4,0.673153896375499,87357752.0692398,-1480,13.6947389718241,51.9400233315503,17.8807947019868,1.09585157691857,83,37.68115997,69.375,NA,3.25443387031555,NA,61.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Madagascar",2021,35.1,133.195,-243209375.776762,2.45649402526377,0.785497910665483,114327289.487941,21.3416925060158,124165.967,14554754116.5427,490.206238571448,47488297274.9472,3063735,37729149313.6089,57,44,57,18.1313,5.81225118787715,64.485,45.4,0.692132176722242,99185920.0335487,-1480,14.2229669156927,52.7043071877967,17.8807947019868,1.11189948847605,83,36.71497726,69.375,8.87337017059326,3.19807553291321,NA,64.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Madagascar",2022,36.1,131.566,-325831200.592564,3.09123179157013,0.938356635662468,142017463.642938,21.3189737023032,124033.789,15134700203.0497,497.242514792961,52908924989.9786,3306828,35455727084.9382,57,44,57,20.5777,8.16059031991844,65.23,45.1,0.665916150757593,98149169.2229319,-1487,14.7542851111188,53.4658834155826,18.5430463576159,1.09387963654154,75,38.16424942,69.375,NA,3.13901996612549,NA,68.6,3.186,4.019,7.315,0.642,58.05,0.523,0.07,0.74,0.687,0.345,20
"Madagascar",2023,NA,NA,NA,0.755308705747024,0.755308705747024,119264100,NA,NA,15790113246.7478,506.159368687808,56895681388.791,3982231,36918373837.2204,65,51,65,NA,9.87432675044888,NA,NA,0.662961133220886,102131128.712247,-1487,NA,NA,18.5430463576159,1.06266419608813,NA,37.74509811,69.375,NA,NA,NA,NA,NA,4.433,7.333,0.692,58.3,0.504,0.096,0.784,0.718,0.389,20
"Malawi",2020,11.5,118.757,-406085655.520131,2.14268264715469,-1.30769406465423,-153906615.369686,23.7770470937633,22417,11769313597.8545,602.507478176106,29563756336.0156,1317730,NA,94,90,94,22.2466,8.62551469650552,63.717,31.8,0.834281207531417,98863990.7621744,-2655,44.9611498947132,70.2704690844752,22.9166666666667,0.88553799427948,90,46.37681198,77.5,12.1476697921753,NA,NA,81.3,0.907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Malawi",2021,14.2,116.517,-128860857.007552,1.0461764992773,0.00513993236561123,636227.497328342,23.3315655494272,21997,12378129750.9872,617.447520802454,33831623933.4187,4625003,NA,93,90,93,26.9325,9.33014410835212,62.904,30.9,0.75913111163443,92570438.5525757,-2666,47.1071257335363,71.0728290743371,22.9166666666667,0.919183062341992,90,49.27536392,77.5,NA,NA,NA,82.4,NA,3.635,7.307,0.558,58.2,0.757,-0.014,0.74,0.551,0.326,30
"Malawi",2022,14,115.047,-140005928.316784,1.59888613227793,0.472445945982532,58720590.8059108,22.8860840050912,21577,12429060150.742,604.269751184515,36577488742.4276,2422189,NA,86,82,86,27.6609,20.953969729969,62.898,30.1,0.969701635412184,117546956.731674,-5231,49.2412888129489,71.8719097810746,22.9166666666667,0.904261070494977,90,50.72463608,80,NA,NA,NA,81.7,NA,3.356,7.291,0.503,58.75,0.744,0.017,0.755,0.536,0.329,30
"Malawi",2023,NA,NA,-134063523.498063,1.59888615393634,0.544276802784498,69189284.0319076,NA,NA,12712150082.0792,602.343619809252,38610812096.7181,4133308,NA,91,87,91,18,28.7897428247298,NA,NA,1.01087787932399,135319772.794226,-5811,NA,NA,20.7253886010363,0.934119112707907,NA,50,80,NA,NA,NA,NA,NA,3.272,7.279,0.47,59.3,0.738,0.014,0.745,0.52,0.338,30
"Malaysia",2020,100,7.634,-762778047.379011,1.20275464255821,0.976716973420633,3295991631.26331,58.1769593669152,191140.4,337456163961.211,9957.52626697613,931106663877.47,92101649422,550574116096.639,98,95,99,89.555,-1.1387021539305,75.938,6.8,0.999653920235799,3374583531.65159,101907,95.9388055599711,97.0999105708665,14.8648648648649,8.69490242392657,78,40.09661865,50,73.1305694580078,4.51888704299927,15.6218795776367,15.4,4.54,6.014,10.159,0.797,65.675,0.878,0.096,0.747,0.721,0.288,24
"Malaysia",2021,100,6.364,-7460181233.77477,5.41625984914692,3.42041069709512,12784976093.0276,58.0243189773246,190638.9,373784823672.946,10903.1116425938,1022398815013.98,108684889920,577745264054.775,95,96,94,96.7514,2.47710241465447,74.884,6.8,0.982646998395369,3675489012.31587,188506,95.9946978918424,97.1094167919655,14.8648648648649,8.74461848483824,79,39.61352539,50,76.2869644165039,4.26109409332275,20.4625778198242,16,4.64,6.01,10.179,0.794,65.65,0.878,0.218,0.769,0.728,0.183,24
"Malaysia",2022,100,5.975,-3216658618.69885,3.68689336269238,2.89773425543838,11811334091.9156,57.871678587734,190137.4,407605841348.235,11748.0919307944,1192353239707.88,136826796904,694330337722.079,97,96,96,97.3986,3.37869862549928,76.26,6.7,0.902025405170821,3673788247.83366,188154,95.9961352001802,97.1564591913943,13.5746606334842,9.10171531501224,81,47.34299469,50,69.8000030517578,3.49933791160583,20.14967918396,16.7,3.93,6.048,10.251,0.815,65.625,0.957,0.208,0.789,0.767,0.191,24
"Malaysia",2023,NA,NA,46861437.618879,1.98111049295111,1.99283449384377,7965462487.85524,NA,NA,399705169318.477,11379.0861000632,1279178242678.17,127032168259,752515107279.746,97,96,97,97.6927,2.48886560125754,NA,NA,0.929671716200106,3899141126.40097,181071,NA,NA,13.5135135135135,9.26387972908503,NA,50.98039246,60.625,NA,3.62725496292114,17.1141796112061,NA,NA,5.868,10.283,0.779,65.6,0.965,0.154,0.754,0.761,0.195,24
"Mali",2020,50.6,143.445,-535696816.085695,3.07380326420401,0.00661305947803144,1154996.81157963,10.896663634352,132960,17465392764.3706,804.343956745857,49903864656.5365,NA,38628851556.734,70,62,70,28.3043,0.438088940320668,58.633,62.9,3.39955821425498,593865883.538673,-14962,46.5825895523924,80.7471863901878,27.891156462585,2.00298556183256,82,27.53623199,63.75,5.40999984741211,3.95445990562439,15.1426095962524,21.9,3.528,4.269,7.661,0.568,55,0.645,-0.069,0.895,0.648,0.44,30
"Mali",2021,53.4,141.933,-584069023.739156,3.31414782752808,0.289366618583397,55875141.6198036,10.896663634352,132960,19309463508.0377,862.467400106111,52560164127.7227,NA,40774262699.8438,77,72,77,30.4642,3.92560283104276,58.941,61.4,3.40867958739493,652883353.286504,-22210,48.3865461258165,82.203990401809,27.2727272727273,2.02896738210422,82,26.08695602,63.75,NA,4.36370992660522,16.2182102203369,20.6,NA,4.113,7.659,0.573,55.4,0.673,-0.004,0.902,0.64,0.438,30
"Mali",2022,53,140.02,-671836204.531705,3.809679019826,0.232337815332422,43633790.3206021,10.896663634352,132960,18780322203.7584,813.965034073188,58264087001.9667,NA,44737608956.2288,77,73,77,33.0528,9.62147608489072,59.417,60.1,3.13966043242685,582017552.543412,-39951,50.2085511222901,83.6494636701057,28.5714285714286,1.94317598679648,84,23.67149734,63.75,9.65898609161377,4.03505516052246,18.1899967193604,20,2.387,4.211,7.665,0.642,55.8,0.818,-0.024,0.746,0.655,0.408,30
"Mali",2023,NA,NA,NA,0.11238399400407,0.11238399400407,23220550,NA,NA,20661794596.0873,869.270234286992,63171517448.1429,NA,48433160587.4702,77,73,77,NA,2.05880228274214,NA,NA,3.82768546750975,784506782.441415,-39953,NA,NA,28.5714285714286,1.91269540526247,NA,20.58823586,63.75,NA,NA,19.121768951416,NA,NA,4.37,7.673,0.641,56.2,0.776,-0.043,0.79,0.66,0.324,30
"Malta",2020,100,11.026,8968970727.56276,192.141318771847,246.877158942648,40453092616.3009,1.4375,4.6,16385919535.6742,31796.8213417258,25730633610.4787,844223212,9650651558.01353,98,95,98,86.8588,0.638544956776712,82.3487804878049,5.2,0.566881931048812,86287472.9283027,6904,99.9644739201786,100,13.4328358208955,3.83927254663013,99,85.02415466,88.75,48.2700004577637,5.6448712348938,12.5418014526367,5.2,4.357,6.157,10.622,0.938,71.55,0.931,-0.005,0.675,0.576,0.411,35
"Malta",2021,100,10.546,-16739380850.7064,433.860897111274,348.969423838522,68811764782.5006,1.4375,4.6,19718565605.433,38027.3801730893,29399590301.0399,763239296,10807946247.1678,99,90,99,87.4698,1.49789217934724,82.5073170731707,5,0.486319433139289,87950567.6442762,4638,99.9644453736448,99.9999991222723,13.4328358208955,3.82982088032461,98,82.60869598,88.75,53.1921730041504,5.36479997634888,12.6589412689209,7.2,3.403,6.444,10.727,0.897,71.6,0.889,0.239,0.753,0.635,0.375,35
"Malta",2022,100,10.495,-1489043435.42116,126.275787596203,118.524382142678,22768510075.3763,1.4375,4.6,19209979975.2323,36142.2058531852,32051095259.3018,1015509185,12884254378.855,98,96,98,91.5406,6.15375621933037,82.7,4.9,0.432529412373608,78303406.9013101,2480,99.964422815225,100,27.8481012658228,3.97414164523406,NA,83.57488251,91.25,55.2392654418945,NA,NA,8.2,2.929,6.299,10.784,0.932,71.65,0.838,0.246,0.758,0.671,0.37,35
"Malta",2023,NA,NA,-1075755277.48996,112.62636977735,107.808542691365,24072181647.2184,NA,NA,22328640241.5553,40395.7692064458,34964466389.8514,1234225995,15110700527.5331,98,95,98,91.9155,5.09396758978883,NA,NA,0.558644018130875,112636721.535343,6591,NA,NA,27.8481012658228,3.67962196086094,NA,76.96078491,91.25,NA,NA,NA,NA,3.11,6.295,NA,0.912,71.7,0.851,NA,0.78,0.644,0.361,35
"Mauritania",2020,45.4,92.93,-927916265.774285,11.2328299227716,0.0729541295872114,6026560,0.303483069758417,3128,8260752385.23089,1795.76459566714,26408154182.6331,1190218,13240091503.8015,81,82,81,41.0726,2.3856948845632,64.532,33,2.38926918122421,198530037.214248,-1483,51.6677351813684,74.2967211205179,20.2614379084967,3.47918352759954,75,25.12077332,48.125,NA,1.802649974823,9.72708988189697,45.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mauritania",2021,47.7,91.693,-1061518903.35589,11.6047527792443,0.0946989127390898,8733641.66368723,0.298211603764432,3073.667,9222536364.01272,1947.78918383313,27635403694.625,1380718,14551545493.6797,77,75,77,43.7936,3.56516484650185,64.364,32.2,2.29399489807024,230935492.879084,-1483,53.7815564908227,76.0527121974143,20.2614379084967,3.4075669173034,83,28.5024147,48.125,NA,1.891970038414,9.10482025146484,53.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mauritania",2022,49,90.246,-1401620461.82274,14.6644208551054,0.0313874288822132,3e+06,0.292896963228874,3018.889,9557966698.25369,1960.35240077424,31617666980.5467,1093142,16285650479.4721,85,84,85,44.3616,9.52526628622843,64.691,31.4,2.27905225899349,225352135.53644,2999,55.9298943954257,77.8112586877045,20.2614379084967,3.37157995970578,84,28.5024147,48.125,NA,2.44024252891541,8.45474910736084,61.2,NA,4.724,8.602,0.648,60.475,0.624,-0.016,0.657,0.631,0.389,25
"Mauritania",2023,NA,NA,-848351729.722353,7.96446557967185,0.00123041283738929,131060,NA,NA,10651709411.4594,2120.82320358953,34886849205.0866,3637891,17360884478.7508,90,92,90,NA,4.95305034506872,NA,NA,2.54863177213623,277161496.32525,2999,NA,NA,23.2954545454545,3.2871068072278,NA,30.3921566,48.125,NA,2.64603042602539,9.53007316589355,NA,NA,4.292,8.62,0.606,60.7,0.54,0.018,0.669,0.708,0.329,25
"Mauritius",2020,99.5,22.846,12733703243.0342,0.141019546720634,0.141019546720634,16087660,19.4141211817727,387.7,11408106446.3144,9011.04288445023,26999298652.9561,20091030,17503873600.9087,93,89,93,67.7329,2.5808007718283,74.1770731707317,14.1,0.161615351006251,18478399.3883013,-5895,NA,99.9958002416707,20,4.39789765358045,83,70.53140259,89.375,60.5159225463867,4.35243988037109,12.5279674530029,28.2,8.627,6.015,9.914,0.893,63.875,0.843,-0.038,0.772,0.7,0.138,15
"Mauritius",2021,99.6,21.346,2426797665.02359,0.745135236304542,0.745135236304542,85573930,19.4341512268403,388.1,11484348857.8529,9068.97300226707,28793361692.7371,2679317,18651694838.7639,92,87,92,71.6,4.02852888157376,73.680243902439,13.9,0.171377098585721,20231427.796008,-4324,NA,100,20,4.62674144420035,81,67.14975739,89.375,50.3108711242676,4.67151021957397,11.6664562225342,32,7.719,5.949,9.948,0.887,63.85,0.802,-0.013,0.784,0.666,0.136,15
"Mauritius",2022,100,20.064,9339260069.01787,0.285717274004848,0.285717274004848,36937470,19.4541812719079,388.5,12927979286.0453,10239.7970461095,33585284176.0579,16986363,20828067318.909,95,98,95,75.5,10.7737512242899,73.5146341463415,13.4,0.138800420437177,17884595.9703586,-2824,NA,99.9999995490947,20,4.73234943046582,66,66.18357849,89.375,50.6649208068848,4.84085988998413,12.1873197555542,31.2,6.322,5.741,10.034,0.887,63.825,0.798,-0.042,0.769,0.725,0.168,15
"Mauritius",2023,NA,NA,423883756.829325,0.110421063160848,0.110421063160848,16170640,NA,NA,14644524819.0054,11613.0441587588,37214867724.2775,6408555,22258696824.7936,96,96,96,NA,7.05298238454743,NA,NA,0.152776819903266,22547739.6942004,-2824,NA,NA,20,4.91554200061695,NA,66.66666412,89.375,NA,4.56763982772827,NA,NA,5.571,5.759,10.083,0.868,63.8,0.797,-0.002,0.769,0.664,0.16,15
"Mexico",2020,99.4,62.577,-26490852783,2.81198503990055,0.448976803748237,5033320760,33.7930913860953,656920.8,1121064767261.88,8841.27075003163,2454084724491.15,71010208559,1427131083812.36,72,92,77,71.4902,3.39683415570006,70.133,11.8,0.717897860988845,8044880863.7379,-147456,91.3853355718832,99.3687045328802,48.2,5.07796296335145,71,44.92753601,88.75,36.2700004577637,4.50059986114502,16.1958599090576,25.5,4.441,5.964,9.816,0.779,65.8,0.873,-0.128,0.778,0.745,0.292,30
"Mexico",2021,100,62.033,-35612315588,2.68924749800633,-0.0156850165666627,-206504139,33.7273678335348,655643.167,1316569466932.59,10314.0506741437,2652093590665.91,74981570074,1627017402043.25,78,99,80,75.6265,5.68920847683753,70.213,11.4,0.661419726405739,8680832593.46947,-122791,91.9871311173379,99.5400027130721,50,5.25313379399754,71,43.9613533,88.75,39.3577270507812,4.24952983856201,15.8831300735474,23.5,4.019,5.991,9.857,0.779,65.8,0.837,-0.037,0.745,0.75,0.305,30
"Mexico",2022,100,61.111,-21767006843,2.67089845651245,1.18439854723821,17343298255,33.6616419660999,654365.489,1464312692331.58,11385.4070757929,3001915473005.85,91195069526,1931144590664.79,83,86,83,78.6322,7.8962761916855,74.832,11,0.686105132578991,10065268402.7818,-108438,92.5184477680319,99.7064294458755,50,5.34583187187665,70,42.02898407,88.75,37.9000015258789,NA,NA,20.7,3.256,7.038,9.881,0.858,65.8,0.861,-0.123,0.78,0.818,0.205,30
"Mexico",2023,NA,NA,-29845936641,1.68798486596763,0.0197887986986689,354044254.000001,NA,NA,1789114434843.46,13790.0243428344,3213213798552.74,81456744669,2085670010239.55,85,76,85,81.1832,5.52796087314389,NA,NA,0.656934513100098,11825909998.0324,-101044,NA,NA,50,5.48869602879407,NA,42.15686417,88.75,40.8621482849121,NA,NA,NA,2.765,7.006,9.9,0.868,65.8,0.87,-0.124,0.756,0.809,0.233,30
"Moldova",2020,100,26.382,-151930000,1.35047634241375,0.0328686446040849,3790000,11.7532218728523,3865,11530746234.4492,4375.7788930524,35646566427.3806,18904904,26149294083.9018,86,84,87,58.2153,3.76597122245351,70.166,12.5,0.385463277737582,44533780.6571032,-33405,83.6872723574643,91.1372487012655,24.7524752475248,4.67176192445914,79,43.9613533,87.5,74.7600021362305,6.6012601852417,17.1736507415771,24.9,1.206,5.812,9.38,0.874,64.9,0.859,-0.058,0.941,0.698,0.268,NA
