"Country","Year","Access.to.electricity....of.population.","Adolescent.fertility.rate..births.per.1.000.women.ages.15.19.","Foreign.direct.investment..net..BoP..current.US..","Foreign.direct.investment..net.inflows....of.GDP.","Foreign.direct.investment..net.outflows....of.GDP.","Foreign.direct.investment..net.outflows..BoP..current.US..","Forest.area....of.land.area.","Forest.area..sq..km.","GDP..current.US..","GDP.per.capita..current.US..","GDP..PPP..current.international...","High.technology.exports..current.US..","Households.and.NPISHs.Final.consumption.expenditure..PPP..current.international...","Immunization..DPT....of.children.ages.12.23.months.","Immunization..measles....of.children.ages.12.23.months.","Immunization..HepB3....of.one.year.old.children.","Individuals.using.the.Internet....of.population.","Inflation..consumer.prices..annual...","Life.expectancy.at.birth..total..years.","Mortality.rate..infant..per.1.000.live.births.","Military.expenditure....of.GDP.","Military.expenditure..current.USD.","Net.migration","People.using.at.least.basic.sanitation.services....of.population.","People.using.at.least.basic.drinking.water.services....of.population.","Proportion.of.seats.held.by.women.in.national.parliaments....","Total.greenhouse.gas.emissions.excluding.LULUCF.per.capita..t.CO2e.capita.","Tuberculosis.treatment.success.rate....of.new.cases.","Voice.and.Accountability..Percentile.Rank","Women.Business.and.the.Law.Index.Score..scale.1.100.","Educational.attainment..at.least.completed.upper.secondary..population.25...total......cumulative.","Government.expenditure.on.education..total....of.GDP.","Government.expenditure.on.education..total....of.government.expenditure.","Prevalence.of.moderate.or.severe.food.insecurity.in.the.population....","Unemployment..total....of.total.labor.force...national.estimate.","Life.Ladder","Log.GDP.per.capita","Social.support","Healthy.life.expectancy.at.birth","Freedom.to.make.life.choices","Generosity","Perceptions.of.corruption","Positive.affect","Negative.affect","Tax.Rate"
"Slovenia",2022,100,3.525,-1348969666.4845,3.63837227783815,1.38737715427129,831423256.981555,61.2701922885918,12337.611,59927702746.2843,28373.8382265999,107792377279.581,3924918658,51676091893.4434,89,96,89,88.9125,8.83369886749452,81.2829268292683,1.9,1.29212775926011,775156293.385613,9014,98.3111577508786,99.5,40,8.12698027911874,72,78.26087189,96.875,86.0007934570312,NA,NA,7.9,4.011,6.723,10.65,0.942,71.225,0.93,0.099,0.762,0.625,0.242,19
"Slovenia",2023,NA,NA,-618530592.525257,2.09351642254274,1.19901997644311,829103949.728132,NA,NA,69148468417.3208,32610.110922729,114107762389.24,4206749873,54348550972.975,89,95,89,90.3779,7.44687717385838,NA,NA,1.33665006488574,907515524.997731,5339,NA,NA,37.7777777777778,7.54246364351903,NA,82.84313965,96.875,NA,NA,NA,NA,3.652,6.746,10.664,0.911,71.4,0.931,0.031,0.75,0.615,0.256,19
"South Africa",2020,90,51.614,-5089414842.71078,0.933073684352394,-0.572783267129974,-1935862273.31753,14.055090718743,170500.9,337974655408.055,5580.60383075189,767391152773.916,1835319303,469846567839.038,84,84,84,72.1128,3.21003597454107,65.252,28.1,0.955615163117871,3231017731.35778,369901,76.1394549830099,93.7647902920458,46.75,8.94465493356346,78,70.04830933,88.125,49.127311706543,6.17067003250122,18.6488628387451,19,29.217,4.947,9.458,0.891,56.725,0.757,-0.03,0.912,0.761,0.294,28
"South Africa",2021,89.3,52.546,-40557211850.6501,9.66026533638012,0.0241341081623648,101577294.288111,14.0250847010527,170136.9,420886877628.703,6843.39941886204,843280245239.583,2418464070,511307257718.721,86,87,86,74.1534,4.61167217803206,62.341,27.8,0.80744046915839,3392816053.05901,458246,76.8909933152341,94.1326997120042,46.5822784810127,8.9587167554518,79,71.49758148,88.125,73.2900009155273,6.54902982711792,18.9276657104492,19.2,34.007,5.599,9.496,0.922,57.25,0.704,-0.148,0.892,0.784,0.173,28
"South Africa",2022,86.5,51.707,-6864356333.06894,2.27046857469366,0.583562977630044,2374634495.38149,13.9950786833623,169772.9,406920004594.074,6523.41097815853,920670092262.27,2494861682,566266496821.711,85,86,85,74.703,7.03972661255866,61.48,27.7,0.767817564337784,3110121447.39586,233284,77.6342459782462,94.4920893511476,46.5,8.54505429041875,76,69.56521606,88.125,42.6618614196777,6.16726016998291,18.6485004425049,19.4,33.268,5.581,9.508,0.887,57.775,0.713,-0.071,0.908,0.744,0.239,28
"South Africa",2023,NA,NA,-6254237592.44985,0.904212789791453,-0.738616092607136,-2811906086.06014,NA,NA,380699271814.508,6022.5425418935,960461552892.785,2215402355,595342694043.584,79,80,79,NA,6.0739085322053,NA,NA,0.733136724666569,2781117201.70416,228222,NA,NA,45.8646616541353,8.25970271901152,NA,70.58823395,88.125,44.1692237854004,6.14838981628418,NA,NA,32.098,5.076,9.503,0.839,58.3,0.748,-0.109,0.861,0.708,0.255,27
"Spain",2020,100,5.23,18603077865.7805,2.92165980781024,4.3639170223537,56285096413.1533,37.1773054885498,185721.7,1289783836971.21,27230.3599933583,1862544224980.41,15726202393,914053441474.829,94,96,94,93.2056,-0.322753017299739,82.3317073170732,2.6,1.36664551701951,17431779322.9226,236854,99.9191083525324,99.9256097637963,44,6.13076289138195,53,80.1932373,97.5,53.2599983215332,4.89540004730225,9.02206134796143,8.6,15.532,6.502,10.491,0.935,72.225,0.783,-0.127,0.73,0.671,0.317,25
"Spain",2021,100,4.702,-13392361521.4288,4.42272902452136,3.50614720923462,51233397346.3913,37.1727521093233,185764.6,1461244901852.69,30817.6828559001,2097571824883.45,23457225215,1049822542523.34,92,95,92,93.8975,3.0931351197642,83.2292682926829,2.6,1.35211774619771,19544465468.3065,144385,99.918859906204,99.9253811087183,43.4285714285714,6.50828287300219,37,79.22705078,100,54.9879417419434,4.86506986618042,9.20082759857178,8,14.781,6.47,10.544,0.926,72.35,0.782,-0.076,0.729,0.639,0.324,25
"Spain",2022,100,4.776,4481045300.90649,4.52740675341745,4.83719251483578,69969900130.1545,37.1827922798055,185807.5,1446498147749.03,30287.3657583614,2409647156234.32,33298624237,1214552558033.42,93,96,93,94.4855,8.39057634118627,83.0829268292683,2.5,1.4339965700543,20306570632.8304,299779,99.9186164178539,99.925157573403,42.9799426934097,6.38383318857566,74,80.1932373,100,55.3492813110352,4.31587886810303,9.24893379211426,6.9,12.917,6.337,10.592,0.934,72.475,0.781,-0.001,0.673,0.636,0.32,25
"Spain",2023,NA,NA,-3277675085.00932,2.6512753496567,2.44889482735525,39674318206.821,NA,NA,1620090734956.89,33509.0127982139,2566902343462.22,25806027599,1298414721198.85,93,96,93,95.4456,3.53236133492433,NA,NA,1.50901228462186,23699130513.697,119099,NA,NA,44.2857142857143,5.90271430554082,NA,87.7450943,100,55.249439239502,NA,NA,NA,12.179,6.456,10.609,0.912,72.6,0.779,-0.004,0.675,0.655,0.325,25
"Sri Lanka",2020,100,15.465,-419532884.718031,0.514891499955331,0.0172503466139643,14542783.748389,34.1580989330747,21130.2,84304298770.5329,3846.17449566736,283651685862.02,83151264,160568566562.67,96,96,96,36.1847,6.15394508391738,76.393,6,1.73988733298184,1486440860.79499,-29875,93.350290136483,88.6959543081265,5.38116591928251,1.81562115059994,83,44.44444275,63.125,64.8300018310547,1.55792391300201,5.46859169006348,10,5.365,4.778,9.468,0.842,67.1,0.803,-0.05,0.768,0.758,0.285,28
"Sri Lanka",2021,100,15.401,-574849254.618698,0.668428487135165,0.0196827086805657,17440715.2842722,34.1070158422244,21098.6,88609324901.9774,3999.33764677637,317188291991.223,94328328,184901262268.522,96,97,96,44.4531,7.01478071238195,76.399,5.7,1.71265688710699,1539694803.94051,-29586,94.2164146493583,89.0022141318241,5.38116591928251,1.83126466871276,80,44.44444275,63.125,63.6800003051758,1.50650584697723,5.03881216049194,10.9,4.981,4.103,9.492,0.812,67.2,0.771,-0.013,0.849,0.733,0.312,24
"Sri Lanka",2022,100,15.122,-869016898.179143,1.19246347205259,0.0204108433210335,15133593.2510651,34.0559327513741,21067,74144870023.4244,3342.71989646203,314837614455.556,103356170,201832886785.599,98,99,98,50.1067,49.7211021114327,76.61,5.6,1.34338942659722,1002002151.01906,-27435,95.0863607756551,89.3101072894811,5.33333333333333,1.69845363148641,79,39.13043594,65.625,64.0699996948242,1.20397222042084,5.34583044052124,11.4,4.528,3.985,9.409,0.825,67.3,0.74,0.038,0.9,0.715,0.321,24
"Sri Lanka",2023,NA,NA,-677892709.873627,0.843827246415055,0.0402261168925166,33933490.616375,NA,NA,84356863743.6335,3827.96495637489,318671358646.443,112381343,211793971639.938,99,99,99,NA,16.5411742279832,NA,NA,1.64003079587098,1165824640.21347,-28011,NA,NA,5.33333333333333,1.74269637427962,NA,39.70588303,65.625,NA,1.82774567604065,8.678466796875,NA,NA,3.602,9.364,0.79,67.4,0.754,0.05,0.922,0.709,0.353,30
"Sweden",2020,100,2.75,4071711652.47342,3.39683456902909,4.14373532409917,22589474290.0847,68.6996660773915,279800,545147614972.141,52653.7565934247,595211778250.692,17731149372,241229539765.697,97,97,97,94.5394,0.497367318853572,82.3560975609756,2.1,1.14608642427625,6271285838.40139,37302,98.8795436059556,99.7280724118451,46.9914040114613,5.02661820098089,72,97.10144806,100,84.2090759277344,7.92561006546021,13.4383907318115,5.3,8.291,7.314,10.846,0.936,72.025,0.951,0.084,0.203,0.717,0.222,21.4
"Sweden",2021,100,2.38,8303095583.46218,8.60639736102337,9.909483711409,63141932546.7113,68.6996660773915,279800,637186904843.636,61174.9680215622,652811615317.161,18973178383,265262122530.744,98,97,98,94.6703,2.16319736447153,83.0560975609756,2.1,1.18522396008572,7582555970.14925,51947,98.8616651743284,99.7384457673194,46.9914040114613,5.17725408035918,85,97.10144806,100,83.1135482788086,7.57219982147217,13.5319395065308,5.4,8.722,7.439,10.893,0.932,72.15,0.953,0.172,0.191,0.763,0.19,20.6
"Sweden",2022,100,2.016,14539210844.7982,8.26690116179806,10.7741124430593,62478616639.123,68.6996660773915,279800,579895717343.956,55296.9371472535,695492293001.252,23544889099,298165420866.512,94,92,94,95.0097,8.36929098869189,83.109756097561,2,1.30604276885439,7722479440.75299,58955,98.8608146114769,99.7388798657575,46.4183381088825,4.78023095581448,87,96.6183548,100,83.9836730957031,NA,NA,6,7.392,7.431,10.912,0.949,72.275,0.939,0.232,0.213,0.75,0.163,20.6
"Sweden",2023,NA,NA,17510442435.3427,3.93207943060227,6.92551969891673,40511552980.1428,NA,NA,584960475767.32,55516.836477474,706211024994.638,25152736881,301133991937.584,94,93,94,95.7033,8.54862489748902,NA,NA,1.47341062942458,8754872951.01216,55209,NA,NA,46.4183381088825,4.66167936775243,NA,97.05882263,100,NA,NA,NA,NA,7.611,7.161,10.902,0.927,72.4,0.926,0.147,0.253,0.739,0.194,20.6
"Switzerland",2020,100,1.671,130308379687.322,-32.546976043457,-14.9851857465072,-111189989227.923,32.1215359394659,12691.1,741999406005.627,85897.7843338323,630567393919.535,29246591977,280530993361.448,96,97,72,94.3499,-0.725874933313384,83,3.5,0.772558973227674,5731416400.42599,55523,99.8998713422797,99.9999976034203,41.5,5.2073894843663,74,98.55072784,85.625,86.8700637817383,5.27676010131836,14.2427225112915,2.2,4.817,7.508,11.124,0.946,72.7,0.917,-0.073,0.28,0.73,0.193,21.148581
"Switzerland",2021,100,1.471,19233284450.831,-14.4091790381318,-12.0446503100237,-97972244011.9551,32.2086033202538,12725.5,813408787222.499,93446.4344518943,702801761802.152,38186912946,296416435811.57,96,95,73,95.5694,0.581814168489856,83.7512195121951,3.5,0.674464698214506,5485229759.29978,50665,99.8998738850558,100,42.5,5.36863151737035,75,98.06763458,88.125,84.5627288818359,5.03708982467651,14.5807075500488,2.1,5.013,7.328,11.158,0.934,72.9,0.908,0.024,0.287,0.747,0.183,19.698516
"Switzerland",2022,100,1.386,-14132708186.1867,-1.34268979434697,-3.06950427545366,-25121637950.0349,32.2956707010417,12759.9,818426550206.45,93245.7952120851,791157486309.701,81075544288,336176207128.54,96,96,76,96.8046,2.83502798644463,83.4536585365854,3.5,0.690463765272407,5652315105.80348,96424,99.8998758338064,100,41.5,4.96322926237039,65,99.03381348,88.125,83.9166259765625,4.88824462890625,15.4052076339722,2.5,4.122,6.884,11.17,0.881,73.1,0.848,0.128,0.235,0.71,0.18,19.699
"Switzerland",2023,NA,NA,99131491838.348,-5.94811440796524,5.25393847474828,46494224271.3756,NA,NA,884940402230.409,99564.710026145,793839165496.042,84443768583,353524400655.797,95,95,80,97.3444,2.13540088016377,NA,NA,0.702718004518668,6293390647.80435,45098,NA,NA,38.5,4.88815767341768,NA,99.01960754,88.125,84.2772216796875,NA,NA,NA,4.043,6.969,11.169,0.904,73.3,0.891,0.104,0.247,0.745,0.185,19.653
"Tajikistan",2020,99.5,45.669,-36199831.2679167,1.30975252279445,0.864707114827374,70334961.54,3.0535341162908,4238,8133963550.65742,834.311715460625,35623586501.7738,1554883,21737815422.1121,97,98,97,27.5441,NA,67.994,28.5,0.947973986993497,77497565.7254138,-3564,96.7653172062538,81.8524176009632,23.8095238095238,2.15822453076166,91,3.864734411,78.75,NA,5.73725271224976,NA,30.2,NA,5.373,8.203,0.79,62.15,NA,-0.054,0.55,0.652,0.344,23
"Tajikistan",2021,99.6,43.993,-36337647.1949617,0.94025522151091,0.533694038047781,47700534.27,3.0607392463434,4248,8937805347.13963,896.748053372182,39727222945.4623,734896,25241416595.5361,97,97,97,28.34,NA,71.594,27.6,1.02415361293583,89992007.8145813,-3564,96.7572266689365,81.8940783642255,23.8095238095238,2.12459069552965,92,3.38164258,78.75,NA,5.70163345336914,20.4031295776367,31,NA,5.287,8.271,0.883,62.3,NA,-0.071,0.499,0.655,0.24,23
"Tajikistan",2022,100,42.246,-162037819.51391,1.62432287476597,0.111862536241132,11984421.01,3.06794437639599,4258,10713525200.3998,1052.17949484894,45964333259.2588,3026694,NA,97,98,97,36.0872,NA,71.288,26.7,2.00259868273668,203942083.295576,-17001,96.7483291193228,81.9399075495213,26.984126984127,2.08173618685587,92,3.864734411,78.75,NA,5.71509790420532,21.3547706604004,28,NA,5.176,8.328,0.865,62.45,NA,-0.003,0.397,0.71,0.22,18
"Tajikistan",2023,NA,NA,-100542667.31608,1.16561210230591,0.33196659072763,40037169.31,NA,NA,12060602008.8478,1160.81187026311,51570629197.8081,NA,NA,96,98,96,NA,NA,NA,NA,1.22399854323499,139525232.403718,-19999,NA,NA,26.984126984127,2.06337966692137,NA,4.90196085,78.75,NA,5.81054592132568,NA,NA,NA,5.379,8.371,0.871,62.6,NA,-0.054,0.482,0.638,0.231,18
"Tanzania",2020,39.9,117.034,-943765261.692,1.42845965174632,NA,NA,51.642582975841,457450,66068737786.0639,1117.41528320313,194561908147.279,18387069,119027746465.901,91,87,91,25.6424,3.29029062798325,66.408,32.1,1.07679696200969,676410078.539629,-18587,30.246799713062,57.9702655871505,36.71875,1.36629452366611,96,28.98550797,81.25,3.03198599815369,3.23097252845764,13.6285581588745,57.6,2.781,3.786,7.844,0.74,58.95,0.83,0.293,0.521,0.667,0.271,NA
"Tanzania",2021,42.7,115.452,-1190507398.784,1.68494347865961,NA,NA,51.1131180853466,452760,70655628147.8986,1159.85656738281,212790081675.953,14675348,128664247117.96,86,80,86,29.7016,3.69091958802199,66.201,31.1,1.12091368211588,759492508.121023,-7704,30.4322467707954,59.3611707703099,36.8556701030928,1.38587981883678,96,29.46859932,81.25,NA,3.11515331268311,13.5370082855225,58.7,NA,3.681,7.857,0.619,59.4,0.822,0.11,0.546,0.648,0.246,NA
"Tanzania",2022,45.8,114.29,-1437575169.471,1.89728870685569,NA,NA,50.5836531948521,448070,75769974505.0106,1207.85302734375,238369618090.939,17578118,145283169049.922,93,89,93,31.8913,4.35027204269101,66.782,30,1.13689842727626,832234478.719924,-37557,30.6179496792131,60.7911570296173,36.8556701030928,1.35345905348576,96,30.43478203,81.25,6.54216003417969,3.23824501037598,14.3321094512939,58.2,NA,3.616,7.872,0.6,59.85,0.856,0.133,0.584,0.707,0.195,NA
"Tanzania",2023,NA,NA,-1627034507.04954,2.05791176136691,NA,NA,NA,NA,79062403820.892,1224.48962402344,259466130648.375,43110701,155188187703.423,93,91,93,NA,3.79923291384916,NA,NA,1.15169397926637,905071614.367607,-39388,NA,NA,37.4045801526718,1.34822317091371,NA,32.84313583,81.25,NA,3.26015281677246,13.7042379379272,NA,NA,4.042,7.893,0.663,60.3,0.862,0.122,0.609,0.702,0.21,NA
"Thailand",2020,100,29.613,22900023199.2153,-0.857989527274493,3.71778802317558,18606112522.2557,38.8987844741529,198730,500461898480.246,6985.64393892574,1372918881143.84,45815361315,693112365355.875,97,96,97,77.8437,-0.845937147357041,79.274,7.4,1.46077928107965,7295669542.98498,32277,98.713119190393,100,15.7464212678937,6.05405102998704,83,26.08695602,78.125,35.5545997619629,3.15314173698425,12.2840824127197,6.4,1.099,5.885,9.733,0.867,68.375,0.84,0.27,0.918,0.77,0.326,20
"Thailand",2021,100,27.475,4020198102.10367,3.03988153625607,3.83398455466445,19409795798.3457,38.8283192076572,198370,506256494297.34,7058.0694998852,1452137223843.39,50016560454,721976659300.681,92,93,92,85.2696,1.23039541318384,78.715,7.2,1.41836848663438,7123128719.07297,-2093,99.0073170365443,99.9999979923494,15.7464212678937,5.98743725752967,85,27.53623199,78.125,36.1886863708496,2.98212432861328,11.8762474060059,7.1,1.215,5.638,9.746,0.883,68.45,0.836,0.29,0.943,0.719,0.298,20
"Thailand",2022,99.9,26.254,-4049298759.80229,2.39179594101395,1.5748206792425,7805523278.074,38.7578539411615,198010,495645210972.751,6909.35997481451,1593979560814.6,53769309657,824224614387.616,92,93,92,87.9772,6.07741228434321,79.68,7,1.24454577456141,6030950056.63075,21683,99.0156252589314,100,15.7464212678937,6.16840134656663,81,31.40096664,78.125,39.3300018310547,2.61187028884888,11.1855068206787,7.2,0.94,6.007,9.77,0.867,68.525,0.881,0.299,0.868,0.773,0.218,20
"Thailand",2023,NA,NA,7159400751.12921,1.26532850050476,2.65558790106814,13675446471.279,NA,NA,514968699239.005,7182.02525812415,1682502164238.16,54112421409,924156685722.029,92,93,92,89.5352,1.22802623546169,NA,NA,1.16558115305502,5765771786.99967,19648,NA,NA,18.8376753507014,6.14739234448593,NA,35.7843132,78.125,39.4400596618652,2.52122211456299,NA,NA,0.733,6.282,9.807,0.873,68.6,0.926,0.338,0.889,0.811,0.217,20
"Togo",2020,54.1,80.816,-53056159.8038023,-0.800061438966794,-1.5170090399085,-112262979.804213,22.2333149476007,12092.7,7400284167.78479,853.578220263722,20432437140.6536,915082,14089283239.66,82,69,82,29.0237,1.69928463299408,61.035,44.4,2.83898598749665,163926877.161277,-986,18.9393705719577,68.8910592142641,18.6813186813187,1.10700230226582,86,28.01932335,84.375,NA,4.09133672714233,18.1434535980225,54.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Togo",2021,55.7,79.696,NA,-0.850362001048572,-0.850362001048572,-70939270,22.1788931788932,12063.1,8342243645.94438,939.613373786407,22881375789.0174,1274941,16289653378.3736,83,70,83,32.5051,4.1862150652352,61.619,43.2,3.11153706019691,198773240.635232,-986,19.06792823615,69.9469819723585,18.6813186813187,1.13980265992249,87,26.57004738,81.875,NA,4.23118162155151,17.4534244537354,56,NA,4.037,7.667,0.603,57.2,0.619,0.037,0.766,0.628,0.417,27
"Togo",2022,57.2,78.269,NA,-0.664254219126751,-0.664254219126751,-54266090,22.1244714101857,12033.5,8169476148.95692,898.758154410712,25924518421.0835,1239758,18467041253.0738,82,71,82,37.6212,7.96757361617945,61.588,42.1,5.44192262318708,336608323.297713,-1997,19.1976367083179,70.990716058795,18.6813186813187,1.15266248598144,86,27.53623199,81.875,16.1075496673584,3.79811930656433,14.4758195877075,57,1.965,4.239,7.7,0.579,57.7,0.696,0.002,0.713,0.594,0.414,27
"Togo",2023,NA,NA,NA,-0.657746132084879,-0.657746132084879,-60323620,NA,NA,9171261837.57103,985.697512629974,28578384313.6455,2229077,NA,85,72,85,NA,NA,NA,NA,4.01481287774573,276349076.678811,-1997,NA,NA,19.7802197802198,1.14064011224013,NA,26.47058868,97.5,NA,NA,14.8236045837402,NA,NA,4.365,7.725,0.547,58.2,0.665,-0.071,0.685,0.546,0.362,27
"Tunisia",2020,99.9,5.264,-592186326.121913,1.46634304906862,0.0726939401746566,30888949.7999395,4.52323635427395,7027.3,42491780918.361,3548.65363663803,142707604074.227,832607036,103552577492.887,97,98,97,68.5564,5.63415115897625,75.292,11.5,2.7097783729293,1157372367.01178,-19188,97.4344600557265,96.6926617389598,24.8847926267281,3.35699086784037,88,56.52173996,64.375,NA,7.26507568359375,20.8134746551514,28,NA,4.731,9.214,0.719,66.95,0.668,-0.206,0.877,0.519,0.439,25
"Tunisia",2021,99.9,4.321,-531409630.271852,1.16937529005457,0.0341827398831886,16001723.3730628,4.53308444902163,7042.6,46812290143.344,3885.28166485296,149105829130.527,959678980,110363197245.448,97,95,97,68.3155,5.706350208307,73.772,10.6,2.63670026160052,1250454380.22537,-9190,97.4359812209206,96.9389930485919,26.2672811059908,3.57694016792958,84,52.17391205,64.375,NA,6.67984676361084,19.7515163421631,28.5,NA,4.499,9.249,0.711,67,0.591,-0.206,0.933,0.451,0.336,15
"Tunisia",2022,100,4.475,-609667499.681026,1.44283667390745,0.0752485897814345,33545641.4976653,4.54293254376931,7057.9,44579761022.8993,3678.40023411347,164006560298.143,1041437024,122207983277.051,97,95,97,73.8379,8.30646124447623,74.263,9.9,2.47336373005518,1156186915.69354,-14001,97.4375269911084,97.1817312536701,26.2672811059908,3.50152079313929,93,38.64734268,64.375,19.4402809143066,6.8049898147583,19.9702625274658,26.7,15.301,4.261,9.267,0.755,67.05,0.474,-0.233,0.908,0.458,0.304,15
"Tunisia",2023,NA,NA,-739528917.75232,1.4982279040319,-0.0256440990273878,-12444977.5062372,NA,NA,48529595416.6533,3977.69516639644,169974688386.18,1198528314,119920469799.404,97,96,97,NA,9.32899597507865,NA,NA,2.3578511004509,1208204189.72994,-14001,NA,NA,16.2337662337662,3.57188200974211,NA,40.68627548,64.375,43.9399337768555,6.73398876190186,18.1078968048096,NA,15.106,4.505,9.282,0.702,67.1,0.482,-0.226,0.882,0.461,0.364,15
"Turkiye",2020,100,15.334,-4.43e+09,1.06547131703503,0.450482661078656,3.245e+09,28.8714836999597,222203.6,720338490327.248,8638.73903848102,2391489351774.66,4172760165,1130187138541.86,98,95,98,77.6696,12.2789574462574,75.85,9,2.43140036241802,17478413685.2698,37934,99.2249436651482,97.0142665969339,17.3174872665535,6.99606090711147,81,24.1545887,82.5,36.4532737731934,4.03382015228271,9.31123352050781,NA,13.148,4.862,10.257,0.857,68.575,0.51,-0.119,0.774,0.332,0.44,NA
"Turkiye",2021,100,13.63,-6.444e+09,1.57281948580071,0.786836642334269,6.451e+09,29.0741785013578,223763.6,819865223976.115,9743.21277804855,2634649810901.49,5715371245,1303007225252.03,95,96,96,81.4084,19.5964926913324,76.032,8.6,1.89697286063607,15567410029.4251,20283,99.2369861077686,97.0202954288979,17.3333333333333,7.42307912891532,80,23.67149734,82.5,37.7613334655762,3.53787994384766,8.80984497070312,NA,11.969,4.367,10.357,0.736,68.75,0.447,-0.039,0.81,0.297,0.471,NA
"Turkiye",2022,100,12.203,-8.731e+09,1.50652874838996,0.544030394651283,4.935e+09,29.2768733027559,225323.6,907118434653.505,10674.504157865,3320014149526.72,6906506415,1769150977851.46,99,95,99,83.4372,72.3088359891207,78.475,8.3,1.18919167863503,10779896284.6182,-301544,99.2487500218028,97.0261882445268,17.3539518900344,7.04688883360001,80,23.18840599,82.5,39.2632904052734,2.61430358886719,8.77881145477295,NA,10.465,5.093,10.404,0.83,68.925,0.47,-0.195,0.767,0.311,0.39,NA
"Turkiye",2023,NA,NA,-4.988e+09,0.979295414364425,0.53324249437084,5.963e+09,NA,NA,1118252964260.77,13105.6585678319,3602187361408.76,8461609431,2048271201128.58,99,95,99,85.9607,53.8594087593315,NA,NA,1.5026648858863,15827853255.0459,-318070,NA,NA,19.8333333333333,7.10721408190344,NA,25,82.5,41.0625801086426,NA,NA,NA,9.388,5.463,10.429,0.86,69.1,0.523,-0.159,0.748,0.344,0.349,NA
